vendor,rate,turnover,gross_sharpe,net_sharpe,true_ic,kind
vendor_03,0.5,93.80085737074577,1.0806977300023115,0.2981561522313167,0.015,REAL
vendor_03,0.3,66.20346943624622,1.0389486641383132,0.48434608232951865,0.015,REAL
vendor_03,0.2,51.27052431408197,1.013469141129999,0.5789130351263844,0.015,REAL
vendor_03,0.1,34.04896534991013,1.001635167135082,0.7040304650349964,0.015,REAL
vendor_03,0.05,23.09567490732969,0.983317796143222,0.774407362893149,0.015,REAL
vendor_03,0.02,13.58535085330138,0.7748439808107191,0.6492484732809248,0.015,REAL
vendor_04,1.0,147.44618441583717,0.7136697074841205,-0.6918395649417908,0.01,REAL
vendor_04,0.5,90.07940014959826,0.5730370256243742,-0.20462290098964867,0.01,REAL
vendor_04,0.3,62.872464657565466,0.40300470952586637,-0.13960922294333686,0.01,REAL
vendor_04,0.2,48.34279526832135,0.2685138756364379,-0.1482850853287758,0.01,REAL
vendor_04,0.1,31.638588566123325,0.08624887495461629,-0.18605185765727397,0.01,REAL
vendor_04,0.05,21.055017303427473,-0.05471408913998716,-0.23872323897825815,0.01,REAL
vendor_04,0.02,12.38705813548616,-0.41042990383929967,-0.5224837111537597,0.01,REAL
vendor_05,1.0,141.4259631919485,0.47656093630350566,-0.8085150056440663,0.0,fake
vendor_05,0.5,86.88671352307276,0.39981322281085463,-0.3246921236561872,0.0,fake
vendor_05,0.3,60.956067928080905,0.3736452485014595,-0.13758994216057072,0.0,fake
vendor_05,0.2,47.15838345320211,0.34767802416589455,-0.05170905446241001,0.0,fake
vendor_05,0.1,31.300307982956078,0.2237036864230905,-0.047442419396862306,0.0,fake
vendor_05,0.05,21.24073722055076,0.06940265204758962,-0.11827194898245817,0.0,fake
vendor_05,0.02,12.982807225130937,0.07058108164228744,-0.04472841794962308,0.0,fake
vendor_06,1.0,106.24186500583149,2.193252418853681,1.2778462840580542,0.0,fake
vendor_06,0.5,67.45730609168622,2.113870612577766,1.567370562979445,0.0,fake
vendor_06,0.3,47.87680318163416,1.989874658161459,1.5992438605506236,0.0,fake
